,index,name,Day_Night,address,addressLocality,MapsLink,telephone
784,4,Chakri Mohamed ,Pharmacie de jours,  ROUTE DE TATAOUINE,Médenine ,"http://maps.google.com/?q= ROUTE DE TATAOUINE, Tunisie, Médenine",['  75 64 09 73  ']
785,5,Ben Said Houyem ,Pharmacie de jours,  AVENUE DES MARTYRS,Kébili ,"http://maps.google.com/?q= AVENUE DES MARTYRS, Tunisie, Kébili",
786,6,Arbi Ayed Kamel ,Pharmacie de jours,  RUE HEDI GRISSIAA,Médenine ,"http://maps.google.com/?q= RUE HEDI GRISSIAA, Tunisie, Médenine",
787,7,Ksouri Neziha Ep El Ouni ,Pharmacie de nuit,"  7, AVENUE DE LA REPUBLIQUE RADES",Ben Arous ,"http://maps.google.com/?q= 7, AVENUE DE LA REPUBLIQUE RADES, Tunisie, Ben Arous",['  71 44 15 87  ']
788,8,Haddad Allala ,Pharmacie de jours,"  5,RUE DU LIEGE DEN DEN",Manouba ,"http://maps.google.com/?q= 5,RUE DU LIEGE DEN DEN, Tunisie, Manouba",
789,9,Mnif Imed ,Pharmacie de jours,"  ROUTE DE GREMDA KM 6,5 IMMEUBLE GRATI SFAX",Sfax ,"http://maps.google.com/?q= ROUTE DE GREMDA KM 6,5 IMMEUBLE GRATI SFAX, Tunisie, Sfax",['  74 22 69 53  ']
790,10,Hentati Mohamed ,Pharmacie de jours,  156 AVENUE HABIB BURGUIBA,Sfax ,"http://maps.google.com/?q= 156 AVENUE HABIB BURGUIBA, Tunisie, Sfax",['  74 28 01 80  ']
791,11,Chourou Abdellatif ,Pharmacie de jours,"  3,AVENUE HABIB BOURGUIBA ZAGHOUAN",Zaghouan ,"http://maps.google.com/?q= 3,AVENUE HABIB BOURGUIBA ZAGHOUAN, Tunisie, Zaghouan",[' 72675400']
792,12,Mili Mehrez ,Pharmacie de jours,  Rue 4850 N?5,Tunis ,"http://maps.google.com/?q= Rue 4850 N?5, Tunisie, Tunis",
793,13,Jemni Morsi ,Pharmacie de nuit,  AVENUE HABIB BOURGUIBA N? 100,Ariana ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA N? 100, Tunisie, Ariana",
794,14,Dhifaoui Moez ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA -EL AHOUACH,Kasserine ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA -EL AHOUACH, Tunisie, Kasserine",
795,15,Bessioud Roya ,Pharmacie de jours,  RUE ALI BELHAOUANE - IMM. MOSALLEM,Nabeul ,"http://maps.google.com/?q= RUE ALI BELHAOUANE - IMM. MOSALLEM, Tunisie, Nabeul",
796,16,Bouchoucha Sabri ,Pharmacie de jours,"  1BIS,SQUARE MOHAMED BEJAOUI",Bizerte ,"http://maps.google.com/?q= 1BIS,SQUARE MOHAMED BEJAOUI, Tunisie, Bizerte",['  72 43 11 61  ']
797,17,Imen Klai ,Pharmacie de jours,"  1, Rue de b?ja",Nabeul ,"http://maps.google.com/?q= 1, Rue de b?ja, Tunisie, Nabeul",[' 71111111']
798,18,Ben Maaouia Jihene ,Pharmacie de jours,  41 rue abdallah ibn habhab,Tunis ,"http://maps.google.com/?q= 41 rue abdallah ibn habhab, Tunisie, Tunis",[' 22 613 761']
799,19,Hammadi Khaled ,Pharmacie de nuit,  RUE MOHAMED ALI HAMMI,Siliana ,"http://maps.google.com/?q= RUE MOHAMED ALI HAMMI, Tunisie, Siliana",
800,0,Djaibi Mohamed Koussai ,Pharmacie de jours,  RESIDENCE ALAYA RUE MONGI SLIM,Ben Arous ,"http://maps.google.com/?q= RESIDENCE ALAYA RUE MONGI SLIM, Tunisie, Ben Arous",
801,1,Agrebaoui Fathia ,Pharmacie de nuit,  avenue de l'environnement,Kairouan ,"http://maps.google.com/?q= avenue de l'environnement, Tunisie, Kairouan",
802,2,Khlif Hajer Ep Mhiri ,Pharmacie de jours,"  ROUTE MENZEL CHAKER KM 1,5 SFAX",Sfax ,"http://maps.google.com/?q= ROUTE MENZEL CHAKER KM 1,5 SFAX, Tunisie, Sfax",['  74 24 03 70  ']
803,3,Gammar Mabrouka ,Pharmacie de jours,  92 avenue habib bourguiba,Tataouine ,"http://maps.google.com/?q= 92 avenue habib bourguiba, Tunisie, Tataouine",
804,4,M'brek Chaouki ,Pharmacie de jours,  PLACE DE L'INDEPENDANCE,Mahdia ,"http://maps.google.com/?q= PLACE DE L'INDEPENDANCE, Tunisie, Mahdia",
805,5,Gargouri Mohamed Lassaad ,Pharmacie de nuit,  ROUTE DE MAHDIA IMMEUBLE CHAABANE,Sfax ,"http://maps.google.com/?q= ROUTE DE MAHDIA IMMEUBLE CHAABANE, Tunisie, Sfax",['  74 25 06 26  ']
806,6,Meksi Kamel ,Pharmacie de jours,  96 AVENUE TAIEB MHIRI,Ben Arous ,"http://maps.google.com/?q= 96 AVENUE TAIEB MHIRI, Tunisie, Ben Arous",['  71 29 16 17  ']
807,7,Aissaoui Abdellaziz ,Pharmacie de jours,  2 AVENUE DE LA REPUBLIQUE MENZEL TEMIME,Nabeul ,"http://maps.google.com/?q= 2 AVENUE DE LA REPUBLIQUE MENZEL TEMIME, Tunisie, Nabeul",
808,8,Ben Yahmed Wassila Ep Ben Hadj ,Pharmacie de jours,  35 AVENUE FETHI ZOUHIR ROUTE DE RAOUED,Ariana ,"http://maps.google.com/?q= 35 AVENUE FETHI ZOUHIR ROUTE DE RAOUED, Tunisie, Ariana",
809,9,Kharrat Badia Ep Rekik ,Pharmacie de jours,  ROUTE SOLTANIA KM 8,Sfax ,"http://maps.google.com/?q= ROUTE SOLTANIA KM 8, Tunisie, Sfax",['  KHARRAT RADHIA EP TRABELSI  ']
810,10,Bouhafa Lamia Ep Ben Romdhane ,Pharmacie de nuit,  AVENUE HABIB BOURGUIBA SIDI BOUALI,Sousse ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA SIDI BOUALI, Tunisie, Sousse",
811,11,Ben Hamiden Ayed ,Pharmacie de jours,  ROUTE BATTAN,Manouba ,"http://maps.google.com/?q= ROUTE BATTAN, Tunisie, Manouba",['  71 53 98 11  ']
812,12,Malek Nejib ,Pharmacie de jours,  REMLA,Sfax ,"http://maps.google.com/?q= REMLA, Tunisie, Sfax",['  74 28 13 66  ']
813,13,Assidi Abdallah ,Pharmacie de jours,  RUE DE LYBIE,Kasserine ,"http://maps.google.com/?q= RUE DE LYBIE, Tunisie, Kasserine",
814,14,Ellouze Wissem ,Pharmacie de nuit,  AVENUE HABIB BOURGUIBA,Bizerte ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Bizerte",
815,15,Mnejja Walid ,Pharmacie de jours,  16 RUE 18 JANVIER -JEBENIANA -SFAX,Sfax ,"http://maps.google.com/?q= 16 RUE 18 JANVIER -JEBENIANA -SFAX, Tunisie, Sfax",
816,16,Limem Sihem Ep Jemaa ,Pharmacie de jours,  1 AVENUE TAIEB MHIRI CITE EL ONS,Ben Arous ,"http://maps.google.com/?q= 1 AVENUE TAIEB MHIRI CITE EL ONS, Tunisie, Ben Arous",['  71 45 04 57  ']
817,17,Memi Amel Ep. Belkhiria ,Pharmacie de jours,  AVENUE HEDI WALI N 96,Nabeul ,"http://maps.google.com/?q= AVENUE HEDI WALI N 96, Tunisie, Nabeul",
818,18,Bouachir Samar Ep Jedidi ,Pharmacie de jours,  cit? olympique,Nabeul ,"http://maps.google.com/?q= cit? olympique, Tunisie, Nabeul",
819,19,Bouattour Zoubeir ,Pharmacie de jours,  ROUTE GP 15,Gafsa ,"http://maps.google.com/?q= ROUTE GP 15, Tunisie, Gafsa",
820,0,Mongi Slim ,Pharmacie de jours,  route gabes km1- medenine nord - medenine,Médenine ,"http://maps.google.com/?q= route gabes km1- medenine nord - medenine, Tunisie, Médenine",['  98 57 91 45  ']
821,1,Beji Hanifa Monia ,Pharmacie de jours,  avenue habib bourguiba-carthage residence,Tunis ,"http://maps.google.com/?q= avenue habib bourguiba-carthage residence, Tunisie, Tunis",
822,2,Garnaoui Mondher ,Pharmacie de jours,"  8,BOULEVARD DU RIBAT COMPLEX EL HABIB CITE CNRPS",Sousse ,"http://maps.google.com/?q= 8,BOULEVARD DU RIBAT COMPLEX EL HABIB CITE CNRPS, Tunisie, Sousse",['  73 22 94 49  ']
823,3,Nouihed Hiam Ep El Ayeb ,Pharmacie de jours,"  122,AVENUE 7 NOVEMBRE SLIMENE",Nabeul ,"http://maps.google.com/?q= 122,AVENUE 7 NOVEMBRE SLIMENE, Tunisie, Nabeul",
824,4,Ben Debba Youssef ,Pharmacie de jours,  AVENUE DE LA REPUBLIQUE_ HAMMAMET,Nabeul ,"http://maps.google.com/?q= AVENUE DE LA REPUBLIQUE_ HAMMAMET, Tunisie, Nabeul",['  72 28 00 15  ']
825,5,Grassa Mohamed Kamel ,Pharmacie de jours,  D.F Bordeau 2041 Cit? Ksar Sa?d II,Tunis ,"http://maps.google.com/?q= D.F Bordeau 2041 Cit? Ksar Sa?d II, Tunisie, Tunis",['  71 22 73 95  ']
826,6,Bouziri Insaf Ep Ben Hadj Yahi ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Médenine ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Médenine",
827,7,Chaabene Rached ,Pharmacie de jours,  AVENUE 7 NOVEMBRE No 20 KORBA,Nabeul ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE No 20 KORBA, Tunisie, Nabeul",['  72 28 92 99  ']
828,8,Abdelmoula Mohamed ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA CHIHIA SFAX,Sfax ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA CHIHIA SFAX, Tunisie, Sfax",['  74 25 40 86  ']
829,9,Chaouch Yasser ,Pharmacie de nuit,  RUE ABDELKADER ZHIOUA,Nabeul ,"http://maps.google.com/?q= RUE ABDELKADER ZHIOUA, Tunisie, Nabeul",
830,10,Ben Sghaier Raoudha ,Pharmacie de jours,  COMPLEXE COMMERCIAL EL KAIED . 50 AVENUE HABIB B,Sousse ,"http://maps.google.com/?q= COMPLEXE COMMERCIAL EL KAIED . 50 AVENUE HABIB B, Tunisie, Sousse",
831,11,Chehida Ammar Aouatef ,Pharmacie de jours,  AVENUE 2 MARS SIDI ACHOUR NABEUL,Nabeul ,"http://maps.google.com/?q= AVENUE 2 MARS SIDI ACHOUR NABEUL, Tunisie, Nabeul",
832,12,Atitallah Souraya ,Pharmacie de jours,  48 AVENUE DE PARIS - EL MOUROUJ 4,Ben Arous ,"http://maps.google.com/?q= 48 AVENUE DE PARIS - EL MOUROUJ 4, Tunisie, Ben Arous",
833,13,Bel Haj Jamila Ep Ezzine ,Pharmacie de jours,  4 RUE JAMEL ABDENACEUR,Tunis ,"http://maps.google.com/?q= 4 RUE JAMEL ABDENACEUR, Tunisie, Tunis",['  71 25 78 06  ']
834,14,Chiha Nadia ,Pharmacie de jours,  CITE DE L'ECOLE - IMADAT GHADHABNA,Mahdia ,"http://maps.google.com/?q= CITE DE L'ECOLE - IMADAT GHADHABNA, Tunisie, Mahdia",
835,15,Kaaniche Amel Ep Soussou ,Pharmacie de jours,"  ROUTE MENZEL CHAKER KM 5 , MARKEZ BEN HAMIDA SFAX",Sfax ,"http://maps.google.com/?q= ROUTE MENZEL CHAKER KM 5 , MARKEZ BEN HAMIDA SFAX, Tunisie, Sfax",
836,16,Sahbi Hadoussa Mohamed ,Pharmacie de jours,"  9,AVENUE HABIB THAMEUR DAR CHAABANE",Nabeul ,"http://maps.google.com/?q= 9,AVENUE HABIB THAMEUR DAR CHAABANE, Tunisie, Nabeul",['  72 22 10 17  ']
837,17,Bahri Raoudha Ep Hamza ,Pharmacie de jours,  44 AVENUE HABIB BOURGUIBA,Ben Arous ,"http://maps.google.com/?q= 44 AVENUE HABIB BOURGUIBA, Tunisie, Ben Arous",['  71 38 33 91  ']
838,18,Rouissi Ben Nejima Saida ,Pharmacie de jours,  Aeroport Tunis Carthage,Tunis ,"http://maps.google.com/?q= Aeroport Tunis Carthage, Tunisie, Tunis",['  71 28 38 80  ']
839,19,Ben Jemaa Wassila ,Pharmacie de jours,  ROUTE DE L'AEROPORT KM 6 SFAX SUD,Sfax ,"http://maps.google.com/?q= ROUTE DE L'AEROPORT KM 6 SFAX SUD, Tunisie, Sfax",
840,0,Krichen Oussama ,Pharmacie de nuit,  AVEUE FARHAT HACHED,Sfax ,"http://maps.google.com/?q= AVEUE FARHAT HACHED, Tunisie, Sfax",
841,1,Ben Nejma Taoufik ,Pharmacie de jours,  AVENUE 7 NOVEMBRE 1987,Ben Arous ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE 1987, Tunisie, Ben Arous",['  71 39 41 87  ']
842,2,Ben Hamida Mohsen ,Pharmacie de jours,  PRES DE LA MAISON DU PEUPLE,Gafsa ,"http://maps.google.com/?q= PRES DE LA MAISON DU PEUPLE, Tunisie, Gafsa",
843,3,Ben Jazia Mahmoud ,Pharmacie de jours,  RUE DES PALMIERS CITE KHEZAMA SOUSSE,Sousse ,"http://maps.google.com/?q= RUE DES PALMIERS CITE KHEZAMA SOUSSE, Tunisie, Sousse",['  73 24 23 90  ']
844,4,Akacha Bechir Sahbi ,Pharmacie de jours,"  25,AVENUE LEOPOLD SEDAR SENGHO SOUSSE",Sousse ,"http://maps.google.com/?q= 25,AVENUE LEOPOLD SEDAR SENGHO SOUSSE, Tunisie, Sousse",['  73 22 30 29  ']
845,5,Driss Dhouha Ep Bouzid ,Pharmacie de jours,  AVENUE DE LA MEDINA YASMINE HAMMAMET,Sousse ,"http://maps.google.com/?q= AVENUE DE LA MEDINA YASMINE HAMMAMET, Tunisie, Sousse",
846,6,Saied Lotfi ,Pharmacie de nuit,  avenue 7 novembre N?32,Nabeul ,"http://maps.google.com/?q= avenue 7 novembre N?32, Tunisie, Nabeul",
847,7,Chermi Aida ,Pharmacie de jours,  AVENUE FARHAT HACHED - ROUTE DE NAFTA,Tozeur ,"http://maps.google.com/?q= AVENUE FARHAT HACHED - ROUTE DE NAFTA, Tunisie, Tozeur",['  76 45 04 91  ']
848,8,M'barki Najet Ep Fourti ,Pharmacie de jours,  AVENUE FARHAT HACHED MIDOUN JERBA,Médenine ,"http://maps.google.com/?q= AVENUE FARHAT HACHED MIDOUN JERBA, Tunisie, Médenine",
849,9,Ben Tkayet Ahmed ,Pharmacie de jours,  AJIM JERBA,Médenine ,"http://maps.google.com/?q= AJIM JERBA, Tunisie, Médenine",['  75 65 50 34  ']
850,10,Ben Yamna Moufida ,Pharmacie de jours,  Avenue 7 Novembre -Route de Jerba,Médenine ,"http://maps.google.com/?q= Avenue 7 Novembre -Route de Jerba, Tunisie, Médenine",
851,11,Mansouri Abdemoula ,Pharmacie de nuit,  RUE ABOU KACEM CHEBBI - SBEITLA,Kasserine ,"http://maps.google.com/?q= RUE ABOU KACEM CHEBBI - SBEITLA, Tunisie, Kasserine",['  77 46 66 47  ']
852,12,Amara Zohra Ben Rhouma ,Pharmacie de jours,"  17,RUE 106",Ariana ,"http://maps.google.com/?q= 17,RUE 106, Tunisie, Ariana",
853,13,Hermassi Mohamed Anouar ,Pharmacie de jours,  7 NOVEMBRE - TALABIT,Kasserine ,"http://maps.google.com/?q= 7 NOVEMBRE - TALABIT, Tunisie, Kasserine",
854,14,M'hirsi Hassen ,Pharmacie de jours,  NEBEUR,Kef ,"http://maps.google.com/?q= NEBEUR, Tunisie, Kef",
855,15,Kasbi Mokhtar ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA N?15,Jendouba ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA N?15, Tunisie, Jendouba",['  78 64 51 10  ']
856,16,Aissaoui Afef ,Pharmacie de jours,  RTE GP3 ENTRE GAFSA ET TUNIS,Sidi Bouzid ,"http://maps.google.com/?q= RTE GP3 ENTRE GAFSA ET TUNIS, Tunisie, Sidi Bouzid",['  76 66 74 57  ']
857,17,Abbes Lotfi ,Pharmacie de jours,  CITE COMMERCIALE PLACE 7 NOVEMBRE,Kébili ,"http://maps.google.com/?q= CITE COMMERCIALE PLACE 7 NOVEMBRE, Tunisie, Kébili",['  75 49 15 55  ']
858,18,Nfissi Sihem ,Pharmacie de nuit,  PLACE 7 NOVEMBRE,Béja ,"http://maps.google.com/?q= PLACE 7 NOVEMBRE, Tunisie, Béja",
859,19,Karray Nada ,Pharmacie de jours,  6 Avenue du Sahel,Tunis ,"http://maps.google.com/?q= 6 Avenue du Sahel, Tunisie, Tunis",['  71 49 35 63  ']
860,0,Hicheri Ferid ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA KORBA,Nabeul ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA KORBA, Tunisie, Nabeul",['  72 28 85 33  ']
861,1,Kilani Samira ,Pharmacie de jours,  112 BIS AVENUE MOUAOUIA IBN ABI SOUFIANE EL MENZAH,Ariana ,"http://maps.google.com/?q= 112 BIS AVENUE MOUAOUIA IBN ABI SOUFIANE EL MENZAH, Tunisie, Ariana",['  71 75 51 37  ']
862,2,Lejmi Mohamed Ali ,Pharmacie de nuit,  RUE HANABALL,Sousse ,"http://maps.google.com/?q= RUE HANABALL, Tunisie, Sousse",['  73 22 53 38  ']
863,3,Ellili Sihem ,Pharmacie de jours,  EL ALIA,Bizerte ,"http://maps.google.com/?q= EL ALIA, Tunisie, Bizerte",
864,4,Oun Haytham ,Pharmacie de jours,  N? 99 AV. HABIB BOURGUIBA,Nabeul ,"http://maps.google.com/?q= N? 99 AV. HABIB BOURGUIBA, Tunisie, Nabeul",
865,5,Ben Alaya Lamia Ep Ben Jemaa ,Pharmacie de jours,  LOTISSEMENT N?37 AVENUE 7 NOVEMBRE,Nabeul ,"http://maps.google.com/?q= LOTISSEMENT N?37 AVENUE 7 NOVEMBRE, Tunisie, Nabeul",
866,6,Belkahia Sihem ,Pharmacie de jours,  RUE DU JAPAN N?43 - IMMEUBLE DE SAF SAF - MONTPLAI,Tunis ,"http://maps.google.com/?q= RUE DU JAPAN N?43 - IMMEUBLE DE SAF SAF - MONTPLAI, Tunisie, Tunis",
867,7,Ben Tarjem Kameleddine ,Pharmacie de jours,  ROUTE DE CHEBAOU,Manouba ,"http://maps.google.com/?q= ROUTE DE CHEBAOU, Tunisie, Manouba",['  71 53 51 43  ']
868,8,Hadj Belgacem Lassaad ,Pharmacie de jours,  AVENUE TAIEB MHIRI,Gabès ,"http://maps.google.com/?q= AVENUE TAIEB MHIRI, Tunisie, Gabès",
869,9,Krichen Mounir ,Pharmacie de jours,"  39,AVENUE DE FRANCE BEJA SUD",Béja ,"http://maps.google.com/?q= 39,AVENUE DE FRANCE BEJA SUD, Tunisie, Béja",['  78 45 01 38  ']
870,10,Bsila Ali ,Pharmacie de jours,  27 Avenue Louis Braille,Tunis ,"http://maps.google.com/?q= 27 Avenue Louis Braille, Tunisie, Tunis",['  71 89 19 10  ']
871,11,Fliss Sihem Ep. Ouali ,Pharmacie de jours,  ANGLE AVENUE HABIB BOURGUIBA ET RTE DE BIZERTE T,Bizerte ,"http://maps.google.com/?q= ANGLE AVENUE HABIB BOURGUIBA ET RTE DE BIZERTE T, Tunisie, Bizerte",['  72 46 09 68  ']
872,12,Allani Mustapha ,Pharmacie de jours,"  136, AVENUE HABIB BOURGUIBA",Mahdia ,"http://maps.google.com/?q= 136, AVENUE HABIB BOURGUIBA, Tunisie, Mahdia",['  73 69 82 35  ']
873,13,Dhouibi Boutheina ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Tozeur ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Tozeur",['  76 45 74 65  ']
874,14,Haouari Sami ,Pharmacie de nuit,  MENZEL BOU ZELFA,Nabeul ,"http://maps.google.com/?q= MENZEL BOU ZELFA, Tunisie, Nabeul",['  72 29 26 81  ']
875,15,Bouaziz Najda ,Pharmacie de jours,"  12,RUE IBN KHALDOUN N?12 SOUSSE",Sousse ,"http://maps.google.com/?q= 12,RUE IBN KHALDOUN N?12 SOUSSE, Tunisie, Sousse",
876,16,Ibrahim Houcine (ex:ben Zid) ,Pharmacie de nuit,  AVENUE JAMAL ABDENNASSER GABES SUD GABES,Gabès ,"http://maps.google.com/?q= AVENUE JAMAL ABDENNASSER GABES SUD GABES, Tunisie, Gabès",['  75 28 42 00  ']
877,17,Said Radhia ,Pharmacie de jours,"  9,AVENUE HABIB BOURGUIBA DAR CHAABANE",Nabeul ,"http://maps.google.com/?q= 9,AVENUE HABIB BOURGUIBA DAR CHAABANE, Tunisie, Nabeul",['  72 28 58 05  ']
878,18,Gouia Mohamed ,Pharmacie de nuit,"  1,PLACE BAB SAADOUN TUNIS",Tunis ,"http://maps.google.com/?q= 1,PLACE BAB SAADOUN TUNIS, Tunisie, Tunis",
879,19,Farhat Ali ,Pharmacie de jours,  N?48 RUE IMAM IBN ARAFA - CITE ENNASR - LA MARSA,Tunis ,"http://maps.google.com/?q= N?48 RUE IMAM IBN ARAFA - CITE ENNASR - LA MARSA, Tunisie, Tunis",
880,0,Kaaniche Abderraouf ,Pharmacie de jours,  54 AVENUE FARHAT HACHED RADES,Ben Arous ,"http://maps.google.com/?q= 54 AVENUE FARHAT HACHED RADES, Tunisie, Ben Arous",
881,1,Mghirbi Fethi ,Pharmacie de jours,  RUE IADHI EL BEJI BEJA NORD,Béja ,"http://maps.google.com/?q= RUE IADHI EL BEJI BEJA NORD, Tunisie, Béja",['  78 45 15 69  ']
882,2,Miled Abdelwaheb ,Pharmacie de jours,  51 Avenue de Lyon Place Bab El Khadra,Tunis ,"http://maps.google.com/?q= 51 Avenue de Lyon Place Bab El Khadra, Tunisie, Tunis",['  71 84 88 45  ']
883,3,Ben Jemaa Saber ,Pharmacie de jours,  AV. DE L'ENVIRONNEMENT (RUE DE PALESTINE),Siliana ,"http://maps.google.com/?q= AV. DE L'ENVIRONNEMENT (RUE DE PALESTINE), Tunisie, Siliana",['  78 89 51 33  ']
884,4,Lazreg Hejer Ep Ben Douissa ,Pharmacie de jours,  AVENUE DU MAGHREB ARABE,Sousse ,"http://maps.google.com/?q= AVENUE DU MAGHREB ARABE, Tunisie, Sousse",
885,5,Dridi Leila Ep Cherif ,Pharmacie de jours,  144 AVENUE DE L'UNION DU MAGHREB ARABE,Ariana ,"http://maps.google.com/?q= 144 AVENUE DE L'UNION DU MAGHREB ARABE, Tunisie, Ariana",
886,6,Nouri Najet Ep Amorri ,Pharmacie de jours,  AVENUE JAMEL ABDENNACEUR GABES EST,Gabès ,"http://maps.google.com/?q= AVENUE JAMEL ABDENNACEUR GABES EST, Tunisie, Gabès",['  75 22 06 11  ']
887,7,Dardouri Cyrine ,Pharmacie de nuit,  avenue de l'environnement,Tozeur ,"http://maps.google.com/?q= avenue de l'environnement, Tunisie, Tozeur",
888,8,Hadidane Hedi ,Pharmacie de jours,"  8,AVENUE FARHAT HACHED NABEUL",Nabeul ,"http://maps.google.com/?q= 8,AVENUE FARHAT HACHED NABEUL, Tunisie, Nabeul",['  72 28 54 46  ']
889,9,Haddad Anouar ,Pharmacie de nuit,"  35,AVENUE HABIB BOURGUIBA MEDNINE",Médenine ,"http://maps.google.com/?q= 35,AVENUE HABIB BOURGUIBA MEDNINE, Tunisie, Médenine",['  75 64 06 44  ']
890,10,Ben Youssef Kais ,Pharmacie de jours,  AVENUE MOHAMED ALI N?25 - RADES,Ben Arous ,"http://maps.google.com/?q= AVENUE MOHAMED ALI N?25 - RADES, Tunisie, Ben Arous",['  71 44 43 42  ']
891,11,Saied Lotfi ,Pharmacie de nuit,  avenue 7 novembre N?32,Nabeul ,"http://maps.google.com/?q= avenue 7 novembre N?32, Tunisie, Nabeul",
892,12,Makdoud Mohamed Atef ,Pharmacie de jours,  15 AVENUE DE L' INDEPENDANCE,Zaghouan ,"http://maps.google.com/?q= 15 AVENUE DE L' INDEPENDANCE, Tunisie, Zaghouan",
893,13,Kammoun Besma ,Pharmacie de jours,  rue 4883 n? 45 bis cit? el fatteh - sidi hassine,Tunis ,"http://maps.google.com/?q= rue 4883 n? 45 bis cit? el fatteh - sidi hassine, Tunisie, Tunis",
894,14,Mahdoui Mohamed ,Pharmacie de jours,"  45,AVENUE CORNICHE SOUSSE",Sousse ,"http://maps.google.com/?q= 45,AVENUE CORNICHE SOUSSE, Tunisie, Sousse",['  73 22 70 71  ']
895,15,Boufaiedh Abdelkader ,Pharmacie de jours,  40 AVENUE HABIB BOURGUIBA KELIBIA,Nabeul ,"http://maps.google.com/?q= 40 AVENUE HABIB BOURGUIBA KELIBIA, Tunisie, Nabeul",
896,16,Akacha Bechir Sahbi ,Pharmacie de jours,"  25,AVENUE LEOPOLD SEDAR SENGHO SOUSSE",Sousse ,"http://maps.google.com/?q= 25,AVENUE LEOPOLD SEDAR SENGHO SOUSSE, Tunisie, Sousse",['  73 22 30 29  ']
897,17,Khalfallah Fatma ,Pharmacie de jours,  31 AVENUE CHOTRANA,Ariana ,"http://maps.google.com/?q= 31 AVENUE CHOTRANA, Tunisie, Ariana",
898,18,Barrak Hind Ep Kilani ,Pharmacie de jours,  AVENUE ABOU ZEMAA EL BALAOU KAIROUAN,Kairouan ,"http://maps.google.com/?q= AVENUE ABOU ZEMAA EL BALAOU KAIROUAN, Tunisie, Kairouan",['  77 22 06 79  ']
899,19,Maalej Mohamed Najib ,Pharmacie de jours,  PLACE PASTEUR - BELVEDER TUNIS,Tunis ,"http://maps.google.com/?q= PLACE PASTEUR - BELVEDER TUNIS, Tunisie, Tunis",['  71 28 70 52  ']
900,0,Azaiez Souad Ep Frikha ,Pharmacie de jours,"  1,RTE DE LA PLAGE SLIMENE",Nabeul ,"http://maps.google.com/?q= 1,RTE DE LA PLAGE SLIMENE, Tunisie, Nabeul",['  72 29 00 36  ']
901,1,Makhlouf Hanen ,Pharmacie de nuit,  rue des jasmins -boumerdes -mahdia,Mahdia ,"http://maps.google.com/?q= rue des jasmins -boumerdes -mahdia, Tunisie, Mahdia",
902,2,Mouaffak Ahlem ,Pharmacie de jours,  AVENUE ABDELAZIZ AL SAOUD IMMEUBLE BANQUE DU SUD,Tunis ,"http://maps.google.com/?q= AVENUE ABDELAZIZ AL SAOUD IMMEUBLE BANQUE DU SUD, Tunisie, Tunis",['  71 57 25 12  ']
903,3,Limam Mounira Mahjoub ,Pharmacie de jours,  88 Rue de Yougoslavie,Tunis ,"http://maps.google.com/?q= 88 Rue de Yougoslavie, Tunisie, Tunis",['  71 25 46 68  ']
904,4,Najjar Lotfi ,Pharmacie de jours,  Avenue 7 Novembre El Yasmina,Tunis ,"http://maps.google.com/?q= Avenue 7 Novembre El Yasmina, Tunisie, Tunis",['  71 27 59 62  ']
905,5,Mnif Fatma Ep Bejar ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA CITE LA GAZELLE ARIANA,Ariana ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA CITE LA GAZELLE ARIANA, Tunisie, Ariana",['  71 75 67 21  ']
906,6,Bouraoui Mahmoud ,Pharmacie de jours,"  11,RUE DU DOCTEUR MOREAU SOUSSE JAWHARA",Sousse ,"http://maps.google.com/?q= 11,RUE DU DOCTEUR MOREAU SOUSSE JAWHARA, Tunisie, Sousse",['  73 22 28 80  ']
907,7,Hamdoun Neila Ep Largueche ,Pharmacie de jours,  RTE DE SOUKRA KM 12,Ariana ,"http://maps.google.com/?q= RTE DE SOUKRA KM 12, Tunisie, Ariana",['  71 76 40 52  ']
908,8,Malek Habib ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Monastir ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Monastir",
